Lemmatized Text,Labels
nope drivin neva develop da photo lei,ham
thinking going reg pract lesson flung advance haha wat time going,ham
cool lt gt inch long hope like big,ham
house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,ham
okie thanx,ham
number day euronumber kickoff kept informed latest news result daily unsubscribe send get euro stop number,spam
go n buy juz buy get lar,ham
ok lor,ham
working technical support voice process,ham
justbeen overa week since broke already brain going mush,ham
tunde wishing great day abiola,ham
nope c _,ham
medical mission nigeria,ham
movie laptop,ham
whatsup want sleep,ham
urgent please call number landline currencynumber cash luxury number canary island holiday await collection c sae award numbermnumberaq numberppm number,spam
urgent please call number landline complimentary number lux costa del sol holiday currencynumber cash await collection ppm number sae c james number ehnumberrr,spam
havent lei next mon,ham
mm feeling sleepy today shall get dear,ham
dare stupid wont tell anything hear wont talk,ham
_ noe ben going,ham
mag meeting avo point,ham
meant middle left right,ham
really crashed cuddled sofa,ham
hi chachi tried calling unable reach pl give missed cal c tiz msg kanagu,ham
sent price mean lt gt g,ham
much buzy,ham
nothing,ham
know know send chat number let find numberp msg rcvd hg suitenumber numberlands row wnumberjnumberhl ldn number year,spam
working ringing thing whole houseful screaming brat pulling hair loving,ham
family responding anything room went home diwali one called coming make feel like died,ham
tick tick tick babe,ham
r _ going number today meeting,ham
k da many page want,ham
ya onion roast,ham
send number give reply tomorrow morning said like ok,ham
said problem let know,ham
ok tell half hr bnumber come need number prepare,ham
play w computer aiyah tok number lor,ham
sat right okay thanks,ham
derp worse dude always want party dude file complaint three drug abuser life,ham
ok chinese food way get fat paying lipo,ham
r outside already,ham
good trip watch remember get back must decide easter,ham
yo watching movie netflix,ham
time prob number,ham
meh thgt clash really ah dun mind dun seen lost weight gee,ham
thnk wrong calling u,ham
sure night menu know noon menu,ham
arr birthday today wish get oscar,ham
say slowly god love amp need clean heart blood send ten special people amp c miracle tomorrow pls pls,ham
open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,ham
picking various point,ham
married local woman looking discreet action number real match instantly phone text match number msg cost numberp number stop txt stop bcmsfwcnumbernnumberxx,spam
wow v v impressed fun shopping,ham
way home,ham
burger king wanna play footy top stadium get number burger king numberst sept go large super coca cola walk winner,spam
problem talk later,ham
si,ham
still customer place,ham
come take little time child afraid dark become teenager want stay night,spam
dude knw also telugu thts gud k gud nyt,ham
confirm eating esplanade,ham
send id password,ham
kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning,ham
chance win currencynumber cash every wk txt action number c www movietrivia tv custcare number numberxnumberp wk,spam
well might come,ham
long quit get like number minute day,ham
likely called mittelschmertz google paracetamol worry go,ham
well right gonna get check today steam sale pee text want come get,ham
arrived see couple day lt number,ham
k wat tht incident,ham
yeah get unlimited,ham
cthen thk shd b enuff still got conclusion n content pg n reference b da content pg n cover pg,ham
forgot take number year shower sorry phone dead yet,ham
got wat buy tell u _ need come,ham
big god bring success,ham
ve bin awarded currencynumber play number instant cash call number claim every numberth player win min currencynumber currencynumber optout number,spam
_ r stayin extra week back next wed rugby weekend hi c soon ham,ham
campus library,ham
affidavit say lt gt e twiggs st division g courtroom lt gt lt time gt double check text tomorrow,ham
creep _,ham
tell friend plan valentine day lt url gt,ham
get ten billion call text help god,ham
purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,ham
told returned order,ham
house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office,ham
depends going lor,ham
smile right go world wonder smiling think crazy keep away grin,ham
freemsg fav xmas tone reply real,spam
lil fever fine,ham
think still car,ham
,ham
december mobile numbermths entitled update latest colour camera mobile free call mobile update co free number,spam
yes princess want catch big strong hand,ham
oh yeah forgot take number shopping,ham
mm asked call radio,ham
thinkin someone good drug,ham
say slowly god love amp need clean heart blood send ten special people amp c miracle tomorrow pls pls,ham
enjoy shower possessiveness poured loved one bcoz world lie golden gift loved truly,ham
alright sure let know leaving,ham
lasting much number hour might get lucky,ham
genius brother pls send number skype,ham
grnumber poly tone number mob direct numberu rply poly title number eg poly breathenumber title crazyin sleepingwith finest ymca getzed co uk poboxnumberonumberwnumberwq numberp,spam
thk em find wtc far weiyi goin e rest dunno yet r goin number dinner den might b able join,ham
forget owns private property good boy always passionate kiss,ham
interflora it late order interflora flower christmas call number number place order midnight tomorrow,spam
oh god taken teeth paining,ham
romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,spam
ask darren go n pick lor oso sian tmr haf number meet lect,ham
need buy lunch eat maggi mee,ham
congratulation thanks good friend currencynumber number xmas prize number claim easy call number numberp per minute bt national rate,spam
ok lor,ham
oh right ok make sure load work day got really nasty cough today dry n shot really help,ham
wife knew time murder exactly,ham
send logo number lover number name joined heart txt love namenumber namenumber mobno eg love adam eve number number yahoo poboxnumberwnumberwq txtno number ad numberp,spam
howz person story,ham
thanx number sending home,ham
normally hot mail com see,ham
tkts euronumber cup final currencynumber cash collect call number bnumber pobox numberppm,spam
sick still go shopping,ham
ya well fine bbd pooja full pimple even become quite black rite cold wearing sweatter,ham
nice nice working,ham
number reach home call,ham
trying find chinese food place around,ham
easy mate guess quick drink bit ambitious,ham
babe miiiiiiissssssssss need crave geeee sad without babe love,ham
ok thanx,ham
aathi dear,ham
tunji queen wishing great day abiola,ham
today iz yellow rose day love frndship give number misscall amp send frndz amp see many miss call get get numbermissed marry lover,ham
class hour sorry,ham
wat time finish lect today,ham
free message jamster get crazy frog sound poly text madnumber real text madnumber number number crazy sound number gbp week number c apply,spam
sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish entered cabin pa said happy b day bos felt special askd number lunch lunch invited apartment went said mind go bedroom minute ok sed sexy mood came number minuts latr wid cake n wife parent kidz friend n colleague screaming surprise waiting sofa naked,ham
