,Lemmatized Text,Labels
2964,yet ya sapna aunty manege day hogidhe chinnu full weak swalpa black agidhane,ham
2965,good baby,ham
2966,neft transaction reference number lt gt r lt decimal gt credited beneficiary account lt gt lt time gt lt gt,ham
2967,mostly sport type lyk footbl crckt,ham
2968,head dey swell oh thanks making day,ham
2969,make fb list,ham
2970,height confidence aeronautics professor wer calld amp wer askd number sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt number didnt move said made student,ham
2971,sary need tim bollox hurt lot tol,ham
2972,happy new year princess,ham
2973,text carlos let know hang,ham
2974,worry easy ingredient,ham
2975,love number little pocy bell sorry love,ham
2976,ok omw castor,ham
2977,yar lor keep raining non stop wan number go elsewhere,ham
2978,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double min number txt orange call mobileupdnumber number callnumberoptout numberqfnumber,spam
2979,mean almost done done wif sleeping tot going take nap yup send liao picking ard number smth lor,ham
2980,number wonder world numberth numberth style numberth smile numberth personality numberrd nature numbernd sm numberst lovely friendship good morning dear,ham
2981,tonight yeah,ham
2982,eat fo lunch senor,ham
2983,said right giggle saw would possibly first personnumberdie nvq think much could,ham
2984,break time one come n get stuff fr _,ham
2985,reply win currencynumber weekly professional sport tiger wood play send stop number end service,spam
2986,see see maybe reboot ym seen buzz,ham
2987,still grinder,ham
2988,number polyphonic tone number mob every week txt ptnumber number numberst tone free get txtin tell friend numberp tone number reply hl numberinfo,spam
2989,love decision feeling could decide love life would much simpler le magical,ham
2990,hot live fantasy call number numberp per min ntt ltd po box number croydon crnumber numberwb number national rate call,spam
2991,k see k,ham
2992,list buyer,ham
2993,idea guess work hour supposed leave since usual nobody interest figuring shit last second,ham
2994,mm entirely sure understood text hey ho weekend,ham
2995,released vday shirt put make bottom half naked instead white underwear,ham
2996,know watching film computer,ham
2997,bnumber thursday,ham
2998,oh phone phoned disconnected,ham
2999,id onluy matter getting offcampus,ham
3000,message free welcome new improved sex dogging club unsubscribe service reply stop msg numberp number,spam
3001,excellent see riley plan,ham
3002,see half hour,ham
3003,tkts euronumber cup final currencynumber cash collect call number bnumber pobox numberppm,spam
3004,ew one,ham
3005,also hi wesley,ham
3006,ah see lingo let know wot earth finished making,ham
3007,loan purpose currencynumber currencynumber number homeowner tenant welcome previously refused still help call free number number text back help,spam
3008,update_now numbermths half price orange line rental numbermins call mobileupdnumber number callnumberoptout jnumberq,spam
3009,imagine life without see fast searching worry l always disturb goodnoon,ham
3010,hm good morning headache anyone,ham
3011,yeah probs last night obviously catching speak soon,ham
3012,free unlimited hardcore porn direct number mobile txt porn number get free access number hr chrgd numberp per day txt stop numberexit msg free,spam
3013,might go number sch yar e salon v boring,ham
3014,lt gt min stop somewhere first,ham
3015,lt gt fast approaching wish happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendship mother father teacher childrens day amp happy birthday number happy ganesh festival happy dasara happy diwali happy christmas lt gt good morning afternoon evening night rememberi first wishing raj,ham
3016,one joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting,ham
3017,get second half message,ham
3018,wat time wan number meet later,ham
3019,thank much selflessness love plenty,ham
3020,film ill call later,ham
3021,dare change ring,ham
3022,bad girl lady,ham
3023,love ya try budget money better babe gary would freak knew,ham
3024,part initiate understand,ham
3025,finished lunch already wake already,ham
3026,still game,ham
3027,got tallent wasting,ham
3028,record one night,ham
3029,also sir sent email log usc payment portal send another message explain thing back home great weekend,ham
3030,gonna let know co come bak holiday day coming tnumbergetnumbertext number,ham
3031,jokin lar depends phone father get lor,ham
3032,aight lemme know,ham
3033,get ready lt gt inch pleasure,ham
3034,raji pls favour pls convey birthday wish nimya pls today birthday,ham
3035,ok feel like john lennon,ham
3036,co darren say _ considering mah ask _,ham
3037,bothering trust answer pls,ham
3038,wishing family merry x ma happy new year advance,ham
3039,one day crab running sea shore wave came n cleared footprint crab crab asked frnd r clearing beautiful footprint wave replied fox following footprint catch thats cleared frndsship never let dwn gud nyt,ham
3040,aight time want come,ham
3041,slaaaaave must summon time wish come anymore,ham
3042,bill number currencynumber thats bad,ham
3043,let know change next numberhrs even appendix age range however impossible chill let know numberhrs,ham
3044,hello yeah got bath need hair come done yeah,ham
3045,weather,ham
3046,ok much though h friday cant wait dunno wot hell gonna another number week become slob oh wait already done,ham
3047,die e toot fringe,ham
3048,lol know awesome phone could click delete right want,ham
3049,ok,ham
3050,awesome question cute answer someone asked boy life smiled amp answered fine gudnite,ham
3051,please leave topic sorry telling,ham
3052,pls send correct name da,ham
3053,happened yo date,ham
3054,eastenders tv quiz flower dot compare violet e tulip f lily txt e f number number chance number win currencynumber cash wkent numberpnumber,spam
3055,webpage available,ham
3056,woke yeesh late fall asleep til lt gt,ham
3057,unsubscribed service get ton sexy babe hunk straight phone go http gotbabes co uk subscription,spam
3058,dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team detail,ham
3059,k k tomorrow onwards started ah,ham
3060,talking bout early morning almost noon,ham
3061,fine remember,ham
3062,hi babe jordan r home abroad lonely text back wanna chat xxsp visionsms com text stop stopcost numberp number,spam
3063,ok many buy,ham
3064,sound good keep posted,ham
3065,get brand new mobile phone agent mob plus load goody info text mat number,spam
3066,ok april cant wait,ham
3067,boy best get yo as quick,ham
3068,ay wana meet sat _ wkg sat,ham
3069,wait till number bus pick,ham
3070,apart one told yesterday,ham
3071,ok lor buy wat,ham
3072,somebody go andros steal ice,ham
3073,know msg recently,ham
3074,take u shopping mark distract isaiah,ham
3075,mum hope great day hoping text meet well full life great day abiola,ham
3076,sense foot penis,ham
3077,okay thought expert,ham
3078,deep sigh miss really surprised gone net cafe yet get miss,ham
3079,thinl role like sachin standing others hit,ham
3080,great trip india bring light everyone project everyone lucky see smile bye abiola,ham
3081,importantly discus,ham
3082,k k training process,ham
3083,ok lor ned number go toa payoh number number return smth wan number send wat,ham
3084,da car park,ham
3085,wish holding tightly making see important much mean much need life,ham
3086,asked anthony dad bf,ham
3087,wnevr wana fal luv vth book bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,ham
3088,today sunday sunday holiday work,ham
3089,going take bath ill place key window,ham
3090,lord ring return king store reply lotr number june number chance number win lotr soundtrack cd stdtxtrate reply stop end txts,spam
3091,dear take care reaching home love lot,ham
3092,staff science nu edu sg phyhcmk teaching pcnumber,ham
3093,emigrated something ok maybe number bit hopeful,ham
3094,olol printed forum post guy exact prob fixed gpu replacement hopefully ignore,ham
3095,walked mom right stagwood pas right winterstone left victor hill address lt gt,ham
3096,yo jp hungry like mofo,ham
3097,creepy crazy,ham
3098,ok din get msg,ham
3099,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas,ham
3100,pathaya enketa maraikara pa,ham
3101,even friend priest call,ham
3102,lousy run already come back half dead hee,ham
3103,said bad dat e gal know wat,ham
3104,remind hr,ham
3105,hoping would send message rent due enough reserve completely gone loan need hoping could balance lt gt way could get till mid march hope pay back,ham
3106,hi happy new year mean intrude pls let know much tuition paid last semester much semester thanks,ham
3107,hello hun ru way good number date guy met walkabout far meet soon hows everyone else,ham
3108,lol gonna last month cashed left lt gt case collecting week cause announced blog,ham
3109,good luck draw take place numberth feb number good luck removal send stop number customer service number,spam
3110,short cute good person,ham
3111,decided yet eh,ham
3112,wat time liao still got,ham
3113,yes watching footie worried going blow phil neville,ham
3114,wait number _ inside da car park,ham
